"Ligand"	"Receptor"	"neighborhood"	"neighborhood_transferred"	"fusion"	"cooccurence"	"homology"	"coexpression"	"coexpression_transferred"	"experiments"	"experiments_transferred"	"database"	"database_transferred"	"textmining"	"textmining_transferred"	"combined_score"
"Grp.Ramp2"	"Grp"	"Ramp2"	0	0	0	0	0	175	0	0	0	0	0	0	0	175
"Rspo1.Ramp2"	"Rspo1"	"Ramp2"	0	0	0	0	0	218	0	0	0	0	0	0	0	218
"Calcb.Ramp2"	"Calcb"	"Ramp2"	0	0	0	0	0	0	0	0	0	0	0	0	474	474
"Calca.Ramp2"	"Calca"	"Ramp2"	0	0	0	0	0	0	0	0	134	0	0	525	106	600
"Adm.Ramp2"	"Adm"	"Ramp2"	0	0	0	0	0	0	0	0	0	0	0	0	491	491
"Gas6.Ramp2"	"Gas6"	"Ramp2"	0	0	0	0	0	172	0	0	0	0	0	0	0	171
"Scgb3a1.Ramp2"	"Scgb3a1"	"Ramp2"	0	0	0	0	0	310	0	0	0	0	0	0	0	309
"Iapp.Ramp2"	"Iapp"	"Ramp2"	0	0	0	0	0	0	0	0	165	0	0	0	488	554
"C1qa.Ramp2"	"C1qa"	"Ramp2"	0	0	0	0	0	152	0	0	0	0	0	0	0	151
"Efnb1.Ramp2"	"Efnb1"	"Ramp2"	0	0	0	0	0	190	0	0	0	0	0	0	0	190
"Gpc3.Ramp2"	"Gpc3"	"Ramp2"	0	0	0	0	0	260	0	0	0	0	0	0	0	260
"Adm2.Ramp2"	"Adm2"	"Ramp2"	0	0	0	0	0	0	0	0	0	0	0	395	175	479
"Penk.Ramp2"	"Penk"	"Ramp2"	0	0	0	0	0	184	0	0	0	0	0	0	0	183
"Mfap2.Ramp2"	"Mfap2"	"Ramp2"	0	0	0	0	0	204	0	0	0	0	0	0	0	204
"Gnas.Ramp2"	"Gnas"	"Ramp2"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Sema6d.Ramp2"	"Sema6d"	"Ramp2"	0	0	0	0	0	188	0	0	0	0	0	0	0	188
"Dll4.Ramp2"	"Dll4"	"Ramp2"	0	0	0	0	0	152	0	0	0	0	0	0	0	151
"Col14a1.Ramp2"	"Col14a1"	"Ramp2"	0	0	0	0	0	179	0	0	0	0	0	0	0	179
"Ace.Ptgir"	"Ace"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	172	85	209
"Vwf.Ptgir"	"Vwf"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	72	180	206
"Apoe.Ptgir"	"Apoe"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	193	67	214
"Cxcl16.Ptgir"	"Cxcl16"	"Ptgir"	0	0	0	0	0	0	0	0	64	0	0	129	65	171
"Vip.Ptgir"	"Vip"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	94	905
"Pomc.Ptgir"	"Pomc"	"Ptgir"	0	0	0	0	0	0	0	0	90	900	0	0	0	905
"Edn1.Ptgir"	"Edn1"	"Ptgir"	0	0	0	0	0	0	0	0	88	0	0	77	334	390
"Tnf.Ptgir"	"Tnf"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	270	0	270
"Hras.Ptgir"	"Hras"	"Ptgir"	0	0	0	0	0	0	0	0	68	0	0	172	0	195
"F2.Ptgir"	"F2"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	398	0	398
"Ghrh.Ptgir"	"Ghrh"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	71	903
"Tnc.Ptgir"	"Tnc"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	808	0	808
"Alb.Ptgir"	"Alb"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	0	175	175
"Vasp.Ptgir"	"Vasp"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	112	100	166
"Calcb.Ptgir"	"Calcb"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Calca.Ptgir"	"Calca"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	90	0	905
"Adm.Ptgir"	"Adm"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	75	903
"Ptgs2.Ptgir"	"Ptgs2"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	736	0	736
"Avp.Ptgir"	"Avp"	"Ptgir"	0	0	0	0	0	0	0	0	75	900	0	0	101	909
"Serpine1.Ptgir"	"Serpine1"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	127	74	157
"Pth2.Ptgir"	"Pth2"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Iapp.Ptgir"	"Iapp"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Pthlh.Ptgir"	"Pthlh"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	120	0	908
"Crh.Ptgir"	"Crh"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	74	903
"Adm2.Ptgir"	"Adm2"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Agt.Ptgir"	"Agt"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	236	0	236
"Adcyap1.Ptgir"	"Adcyap1"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Ghrl.Ptgir"	"Ghrl"	"Ptgir"	0	0	0	0	0	0	0	0	165	0	0	0	0	165
"Cxcl12.Ptgir"	"Cxcl12"	"Ptgir"	0	0	0	0	0	0	0	0	120	0	0	86	0	161
"Pth.Ptgir"	"Pth"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	115	74	910
"Gnas.Ptgir"	"Gnas"	"Ptgir"	0	0	0	0	0	0	0	565	792	900	0	174	0	991
"Icam1.Ptgir"	"Icam1"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	90	108	153
"Spp1.Ptgir"	"Spp1"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	329	0	329
"Tac1.Ptgir"	"Tac1"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	111	138	200
"Ren1.Ptgir"	"Ren1"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	70	209	232
"Nps.Ptgir"	"Nps"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	83	904
"Kng2.Ptgir"	"Kng2"	"Ptgir"	0	0	0	0	0	0	0	0	63	0	0	0	350	364
"Gip.Ptgir"	"Gip"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	0	0	900
"Nppa.Ptgir"	"Nppa"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	221	0	221
"B2m.Ptgir"	"B2m"	"Ptgir"	0	0	0	0	0	0	0	0	0	0	0	201	0	201
"Gcg.Ptgir"	"Gcg"	"Ptgir"	0	0	0	0	0	0	0	0	0	900	0	66	0	902
"Ins2.Prlr"	"Ins2"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	0	334	334
"Il4.Prlr"	"Il4"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	67	805
"Sst.Prlr"	"Sst"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	152	107	210
"Il19.Prlr"	"Il19"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il10.Prlr"	"Il10"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Csf2.Prlr"	"Csf2"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	108	813
"Il13.Prlr"	"Il13"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Pomc.Prlr"	"Pomc"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	0	179	179
"Il9.Prlr"	"Il9"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Tslp.Prlr"	"Tslp"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il23a.Prlr"	"Il23a"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il6.Prlr"	"Il6"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	180	828
"Il20.Prlr"	"Il20"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Oxt.Prlr"	"Oxt"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	0	221	221
"Il21.Prlr"	"Il21"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il2.Prlr"	"Il2"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	175	827
"Il12a.Prlr"	"Il12a"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Cga.Prlr"	"Cga"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	0	221	221
"Epo.Prlr"	"Epo"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	138	820
"Il15.Prlr"	"Il15"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Csf3.Prlr"	"Csf3"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Il5.Prlr"	"Il5"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	120	816
"Ctf1.Prlr"	"Ctf1"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Igf1.Prlr"	"Igf1"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	0	209	209
"Ifnb1.Prlr"	"Ifnb1"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifng.Prlr"	"Ifng"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Lep.Prlr"	"Lep"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	208	834
"Lif.Prlr"	"Lif"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Ifna13.Prlr"	"Ifna13"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Osm.Prlr"	"Osm"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	163	825
"Thpo.Prlr"	"Thpo"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	0	152	151
"Ifnl3.Prlr"	"Ifnl3"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Cntn2.Prlr"	"Cntn2"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	0	208	208
"Cntn4.Prlr"	"Cntn4"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	0	338	338
"Il11.Prlr"	"Il11"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	74	806
"Il22.Prlr"	"Il22"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Gh.Prlr"	"Gh"	"Prlr"	0	0	0	0	0	0	0	0	401	900	0	0	142	944
"Il12b.Prlr"	"Il12b"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"L1cam.Prlr"	"L1cam"	"Prlr"	0	0	0	0	0	0	0	0	0	0	0	0	174	173
"Kitl.Prlr"	"Kitl"	"Prlr"	0	0	0	0	0	0	0	501	0	0	0	0	0	501
"Prl.Prlr"	"Prl"	"Prlr"	0	0	0	0	0	0	0	0	914	900	559	0	818	999
"Cntf.Prlr"	"Cntf"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	65	805
"Il24.Prlr"	"Il24"	"Prlr"	0	0	0	0	0	0	0	0	0	800	0	0	0	800
"Igf2.Prlr"	"Igf2"	"Prlr"	0	0	0	0	0	160	0	0	0	0	0	0	137	244
"Mfap5.Notch4"	"Mfap5"	"Notch4"	0	0	0	0	0	0	0	0	0	0	360	110	0	406
"Mfap5.Notch1"	"Mfap5"	"Notch1"	0	0	0	0	0	0	0	0	0	0	559	392	0	720
"Mfap5.Cdh5"	"Mfap5"	"Cdh5"	0	0	0	0	0	113	0	0	0	0	0	85	0	153
"Mfap5.Chrna4"	"Mfap5"	"Chrna4"	0	0	0	0	0	0	0	0	0	0	0	157	0	156
"Mfap5.Dchs1"	"Mfap5"	"Dchs1"	0	0	0	0	0	0	0	0	0	0	0	257	0	256
"Mfap5.Notch2"	"Mfap5"	"Notch2"	0	0	0	0	0	0	0	0	0	0	452	249	0	570
"Mfap5.Notch3"	"Mfap5"	"Notch3"	0	0	0	0	0	0	0	0	0	0	0	192	0	192
"Aanat.Lgr5"	"Aanat"	"Lgr5"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Cd180"	"Aanat"	"Cd180"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Tlr2"	"Aanat"	"Tlr2"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Gp9"	"Aanat"	"Gp9"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Lgr6"	"Aanat"	"Lgr6"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Cdh6"	"Aanat"	"Cdh6"	0	0	0	0	0	0	0	0	0	0	0	0	170	169
"Aanat.Tie1"	"Aanat"	"Tie1"	0	0	0	0	0	0	0	0	73	0	0	97	74	157
"Aanat.Cdh10"	"Aanat"	"Cdh10"	0	0	0	0	0	0	0	0	0	0	0	0	210	210
"Aanat.Tlr4"	"Aanat"	"Tlr4"	0	0	0	0	0	0	0	0	109	0	0	59	106	184
"Aanat.Lgr4"	"Aanat"	"Lgr4"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Mtnr1b"	"Aanat"	"Mtnr1b"	0	0	0	0	0	0	0	0	0	0	0	143	175	262
"Aanat.Gp1ba"	"Aanat"	"Gp1ba"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Lingo1"	"Aanat"	"Lingo1"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Gp1bb"	"Aanat"	"Gp1bb"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Tlr1"	"Aanat"	"Tlr1"	0	0	0	0	0	0	0	0	109	0	0	47	106	174
"Aanat.Tlr6"	"Aanat"	"Tlr6"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Lrrc4"	"Aanat"	"Lrrc4"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Rtn4r"	"Aanat"	"Rtn4r"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Rxfp2"	"Aanat"	"Rxfp2"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Rxfp1"	"Aanat"	"Rxfp1"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Tlr9"	"Aanat"	"Tlr9"	0	0	0	0	0	0	0	0	109	0	0	53	106	179
"Aanat.Insr"	"Aanat"	"Insr"	0	0	0	0	0	0	0	0	73	0	0	97	83	165
"Aanat.Cntnap1"	"Aanat"	"Cntnap1"	0	0	0	0	0	0	0	0	0	0	0	0	220	220
"Aanat.Rtn4rl1"	"Aanat"	"Rtn4rl1"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Aanat.Tek"	"Aanat"	"Tek"	0	0	0	0	0	0	0	0	73	0	0	107	74	166
"Aanat.Tlr5"	"Aanat"	"Tlr5"	0	0	0	0	0	0	0	0	109	0	0	0	106	169
"Ccl2.Selp"	"Ccl2"	"Selp"	0	0	0	0	0	131	0	0	0	0	0	730	0	755
"Ins2.Selp"	"Ins2"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	211	0	211
"Cdh1.Selp"	"Cdh1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	330	0	330
"Pdgfb.Selp"	"Pdgfb"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	179	0	179
"Ccl3.Selp"	"Ccl3"	"Selp"	0	0	0	0	0	101	0	0	0	0	0	322	0	364
"Icam2.Selp"	"Icam2"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	110	123	186
"Ace.Selp"	"Ace"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	393	63	406
"Vwf.Selp"	"Vwf"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	565	179	627
"Tgfb1.Selp"	"Tgfb1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	352	0	351
"Apoe.Selp"	"Apoe"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	471	0	471
"Mmp12.Selp"	"Mmp12"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	211	0	211
"Timp1.Selp"	"Timp1"	"Selp"	0	0	0	0	0	119	0	0	0	0	0	331	0	385
"Mmp13.Selp"	"Mmp13"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	332	0	332
"Cd34.Selp"	"Cd34"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	118	141	209
"Timp2.Selp"	"Timp2"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	213	0	213
"Mmp9.Selp"	"Mmp9"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	550	0	550
"Mmp7.Selp"	"Mmp7"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	236	0	236
"Cxcl16.Selp"	"Cxcl16"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	557	0	557
"Ccl4.Selp"	"Ccl4"	"Selp"	0	0	0	0	0	100	0	0	0	0	0	354	0	393
"Ccl9.Selp"	"Ccl9"	"Selp"	0	0	0	0	0	101	0	0	0	0	0	140	0	193
"Nampt.Selp"	"Nampt"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"Ccl7.Selp"	"Ccl7"	"Selp"	0	0	0	0	0	132	0	0	0	0	0	74	0	161
"Hsp90aa1.Selp"	"Hsp90aa1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	179	0	179
"Edn1.Selp"	"Edn1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	125	105	183
"Sema4d.Selp"	"Sema4d"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	210	0	210
"F12.Selp"	"F12"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	329	0	329
"Plau.Selp"	"Plau"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	411	0	410
"Angpt1.Selp"	"Angpt1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	470	0	470
"Serping1.Selp"	"Serping1"	"Selp"	0	0	0	0	0	0	0	0	165	0	0	306	0	395
"C3.Selp"	"C3"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	143	90	186
"Tnf.Selp"	"Tnf"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	964	0	964
"Lta.Selp"	"Lta"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	372	0	372
"P4hb.Selp"	"P4hb"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	164	0	163
"Hras.Selp"	"Hras"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	214	0	214
"Podxl.Selp"	"Podxl"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"Il6.Selp"	"Il6"	"Selp"	0	0	0	0	0	164	0	0	0	0	0	62	138	265
"Il17a.Selp"	"Il17a"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	47	697	699
"Serpine2.Selp"	"Serpine2"	"Selp"	0	0	0	0	0	0	0	0	68	0	0	592	0	603
"Vim.Selp"	"Vim"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	272	0	272
"Hc.Selp"	"Hc"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"Mdk.Selp"	"Mdk"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	281	0	281
"F2.Selp"	"F2"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	979	0	979
"Il1b.Selp"	"Il1b"	"Selp"	0	0	0	0	0	115	0	0	0	0	0	0	84	154
"Vcam1.Selp"	"Vcam1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	232	220	375
"Tnc.Selp"	"Tnc"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	233	0	232
"Alb.Selp"	"Alb"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	0	213	213
"Cxcl5.Selp"	"Cxcl5"	"Selp"	0	0	0	0	0	110	0	0	0	0	0	396	0	439
"Ppbp.Selp"	"Ppbp"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	0	221	221
"Pf4.Selp"	"Pf4"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	86	219	255
"Vasp.Selp"	"Vasp"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	177	0	177
"Mfge8.Selp"	"Mfge8"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	191	0	191
"Cd40lg.Selp"	"Cd40lg"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	136	221	298
"F8.Selp"	"F8"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	650	0	650
"F7.Selp"	"F7"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	309	0	309
"F11.Selp"	"F11"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	309	0	309
"Mmp2.Selp"	"Mmp2"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	473	0	473
"Cx3cl1.Selp"	"Cx3cl1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	354	0	354
"Ptgs2.Selp"	"Ptgs2"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	557	0	557
"Ltf.Selp"	"Ltf"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	311	0	311
"Avp.Selp"	"Avp"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	152	0	151
"Apob.Selp"	"Apob"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	280	0	280
"Fgf2.Selp"	"Fgf2"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	416	0	416
"Csf3.Selp"	"Csf3"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	117	139	207
"Serpine1.Selp"	"Serpine1"	"Selp"	0	0	0	0	0	0	0	0	68	0	0	551	0	563
"Fgf1.Selp"	"Fgf1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	154	0	153
"Psen1.Selp"	"Psen1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	173	0	173
"C1qa.Selp"	"C1qa"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	526	0	526
"Cd14.Selp"	"Cd14"	"Selp"	0	0	0	0	0	109	0	0	0	0	0	89	0	153
"Cd24a.Selp"	"Cd24a"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	901	0	901
"Ifng.Selp"	"Ifng"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	528	0	528
"Adam10.Selp"	"Adam10"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	330	0	330
"Agt.Selp"	"Agt"	"Selp"	0	0	0	0	0	0	0	0	68	0	0	395	0	412
"Adam17.Selp"	"Adam17"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	416	0	416
"Serpinc1.Selp"	"Serpinc1"	"Selp"	0	0	0	0	0	0	0	0	68	0	0	567	0	579
"Lamb2.Selp"	"Lamb2"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	143	87	184
"C4b.Selp"	"C4b"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	354	0	354
"Fgf7.Selp"	"Fgf7"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	240	0	239
"Cxcl12.Selp"	"Cxcl12"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	551	0	551
"Thpo.Selp"	"Thpo"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	136	143	227
"Tnfsf18.Selp"	"Tnfsf18"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	167	0	167
"Icam1.Selp"	"Icam1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	863	0	863
"Tac1.Selp"	"Tac1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	216	0	216
"Serpina1b.Selp"	"Serpina1b"	"Selp"	0	0	0	0	0	0	0	0	68	0	0	130	0	154
"Selplg.Selp"	"Selplg"	"Selp"	0	0	0	0	0	0	0	0	766	900	559	218	193	992
"Tgm2.Selp"	"Tgm2"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	169	0	169
"Nppa.Selp"	"Nppa"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	860	0	860
"B2m.Selp"	"B2m"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	492	0	491
"Gcg.Selp"	"Gcg"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	269	67	288
"Il12b.Selp"	"Il12b"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	287	0	286
"Ccl19.Selp"	"Ccl19"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	471	0	471
"Col18a1.Selp"	"Col18a1"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	400	0	400
"Vcan.Selp"	"Vcan"	"Selp"	0	0	0	0	0	0	0	0	165	0	0	105	0	220
"Vegfa.Selp"	"Vegfa"	"Selp"	0	0	0	0	0	0	0	0	0	0	0	473	0	473
"Ccl2.Cd46"	"Ccl2"	"Cd46"	0	0	0	0	0	0	0	0	0	0	0	153	0	152
"C3.Cd46"	"C3"	"Cd46"	0	0	0	0	0	0	0	0	381	900	0	0	796	986
"Hc.Cd46"	"Hc"	"Cd46"	0	0	0	0	0	0	0	0	166	0	0	0	212	314
"Jag1.Cd46"	"Jag1"	"Cd46"	0	0	0	0	0	0	0	0	165	0	0	0	0	165
"A2m.Cd46"	"A2m"	"Cd46"	0	0	0	0	0	0	0	0	152	0	0	0	174	269
"Pkm.Cd46"	"Pkm"	"Cd46"	0	0	0	0	0	0	0	0	0	0	0	0	339	339
"C4b.Cd46"	"C4b"	"Cd46"	0	0	0	0	0	0	0	0	167	900	0	0	329	939
"Cd55b.Cd46"	"Cd55b"	"Cd46"	0	0	29	0	667	0	0	0	0	0	0	0	514	198
"Il10.Gm21970"	"Il10"	"Gm21970"	0	0	0	0	0	0	0	0	231	0	490	0	0	591
"Il22.Gm21970"	"Il22"	"Gm21970"	0	0	0	0	0	0	0	0	200	0	0	0	376	479
"Reln.Ngfr"	"Reln"	"Ngfr"	0	0	0	0	0	0	0	0	0	0	0	178	0	177
"Reln.Itgb7"	"Reln"	"Itgb7"	0	0	0	0	0	0	0	0	0	800	436	0	84	887
"Reln.Itga3"	"Reln"	"Itga3"	0	0	0	0	0	0	0	0	0	800	559	129	187	929
"Reln.Grin2d"	"Reln"	"Grin2d"	0	0	0	0	0	0	0	0	0	0	446	73	66	478
"Reln.Grin2c"	"Reln"	"Grin2c"	0	0	0	0	0	0	0	0	0	0	446	59	66	470
"Reln.Plxnd1"	"Reln"	"Plxnd1"	0	0	0	0	0	0	0	0	0	0	0	149	64	169
"Reln.Egfr"	"Reln"	"Egfr"	0	0	0	0	0	0	0	0	0	0	0	193	0	193
"Reln.Nrcam"	"Reln"	"Nrcam"	0	0	0	0	0	0	0	0	0	0	0	172	98	221
"Reln.Itgb3"	"Reln"	"Itgb3"	0	0	0	0	0	0	0	0	0	800	436	46	74	887
"Reln.Itgb4"	"Reln"	"Itgb4"	0	0	0	0	0	0	0	0	0	800	369	54	0	870
"Reln.Itga5"	"Reln"	"Itga5"	0	0	0	0	0	0	0	0	0	800	0	0	68	805
"Reln.Cdh2"	"Reln"	"Cdh2"	0	0	0	0	0	0	0	0	65	0	0	325	66	359
"Reln.Itgb8"	"Reln"	"Itgb8"	0	0	0	0	0	0	0	0	0	800	369	74	0	872
"Reln.Nrp1"	"Reln"	"Nrp1"	0	0	0	0	0	0	0	0	0	0	0	163	0	163
"Reln.Epha4"	"Reln"	"Epha4"	0	0	0	0	0	0	0	0	0	0	0	163	63	182
"Reln.Cdh7"	"Reln"	"Cdh7"	0	0	0	0	0	0	0	0	65	0	0	158	0	179
"Reln.Plxna2"	"Reln"	"Plxna2"	0	0	0	0	0	0	0	0	0	0	0	258	0	258
