Human.gene.name,Gene.name
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
5S_rRNA,5S_rRNA
RNU6-967P,RNU6-967P
SNORD114-12,SNORD114-12
SNORD86,SNORD86
TTC5,TTC5
YIPF4,YIPF4
DMRT3,DMRT3
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
DYNLT1,DYNLT1
RNA5SP135,RNA5SP135
SNORD59A,SNORD59A
SLC35G1,SLC35G1
ZBTB3,ZBTB3
TRPM6,TRPM6
ZADH2,ZADH2
HOXA11-AS1_3,HOXA11-AS1_3
ACA64,ACA64
RICTOR,RICTOR
RNU6ATAC24P,RNU6ATAC24P
LRRC30,LRRC30
THBS2,THBS2
SNORA11,SNORA11
FTX_3,FTX_3
ATRNL1,ATRNL1
IL9,IL9
NEURL1,NEURL1
RNU6-354P,RNU6-354P
RNU6-610P,RNU6-610P
RNU6-460P,RNU6-460P
HAAO,HAAO
PCK2,PCK2
GPR84,GPR84
RNU6-1280P,RNU6-1280P
RNU6-1060P,RNU6-1060P
AC073082.1,AC073082.1
LHCGR,LHCGR
RNU6-455P,RNU6-455P
TFB1M,TFB1M
EPB41L4A,EPB41L4A
CELF4,CELF4
SCARNA3,SCARNA3
UBE2D2,UBE2D2
SCARNA18,SCARNA18
ZCCHC6,ZCCHC6
SNORA5,SNORA5
SPZ1,SPZ1
AL159163.1,AL159163.1
RNASET2,RNASET2
FSHR,FSHR
SNORA79,SNORA79
RN7SKP72,RN7SKP72
RBM27,RBM27
AC091959.3,AC091959.3
POLR2F,POLR2F
RNA5SP512,RNA5SP512
RNU5A-7P,RNU5A-7P
H1F0,H1F0
PLEKHS1,PLEKHS1
CCL21,CCL21
IL7R,IL7R
SNORA61,SNORA61
TMEM114,TMEM114
RN7SKP287,RN7SKP287
RNU6-679P,RNU6-679P
RNU6-481P,RNU6-481P
RNU1-21P,RNU1-21P
MAP6D1,MAP6D1
B4GAT1,B4GAT1
BICDL2,BICDL2
SNORD38,SNORD38
SNORD38C,SNORD38C
SNORD38B,SNORD38B
ZDHHC8,ZDHHC8
CHCHD1,CHCHD1
FAM173A,FAM173A
RNU6-1097P,RNU6-1097P
RNU6-363P,RNU6-363P
RNU6-1014P,RNU6-1014P
RN7SKP183,RN7SKP183
RN7SKP66,RN7SKP66
TBC1D5,TBC1D5
RN7SKP194,RN7SKP194
LAMP3,LAMP3
Y_RNA,Y_RNA
SNORA63,SNORA63
SOD2,SOD2
RNU2-19P,RNU2-19P
RNU2-46P,RNU2-46P
LAPTM4B,LAPTM4B
RANGAP1,RANGAP1
RNU6-738P,RNU6-738P
RNU6-1195P,RNU6-1195P
SPRY4,SPRY4
CRTAC1,CRTAC1
PLA1A,PLA1A
ST7-AS1_2,ST7-AS1_2
RPL21,RPL21
CDK7,CDK7
LVRN,LVRN
SYT7,SYT7
RNU1-94P,RNU1-94P
ADAMTS12,ADAMTS12
CEP192,CEP192
CCL19,CCL19
KCNQ1OT1_5,KCNQ1OT1_5
ACOT9,ACOT9
CD80,CD80
REEP4,REEP4
RN7SKP47,RN7SKP47
RN7SKP153,RN7SKP153
SPAG1,SPAG1
CETN1,CETN1
RNU6-378P,RNU6-378P
SCD,SCD
AC011498.1,AC011498.1
NIPBL,NIPBL
PLAU,PLAU
SNORD14C,SNORD14C
RABGGTA,RABGGTA
GZMB,GZMB
RNA5SP34,RNA5SP34
CD2AP,CD2AP
DYM,DYM
FAM205A,FAM205A
RN7SKP277,RN7SKP277
SCARNA16,SCARNA16
TRIM13,TRIM13
BTBD9,BTBD9
CTNND2,CTNND2
YIPF5,YIPF5
ST7-OT3_3,ST7-OT3_3
RNA5SP478,RNA5SP478
TOB2,TOB2
SIPA1,SIPA1
PDCD11,PDCD11
SNORA7A,SNORA7A
SNORA7B,SNORA7B
U6,U6
MAP3K13,MAP3K13
TBCCD1,TBCCD1
RNPS1,RNPS1
IQGAP2,IQGAP2
SNORA61,SNORA61
SNORA71D,SNORA71D
SNORA71C,SNORA71C
SNORA71E,SNORA71E
RNU6-501P,RNU6-501P
RNU6-176P,RNU6-176P
RNU6-933P,RNU6-933P
RNU6-136P,RNU6-136P
STK24,STK24
Telomerase-vert,Telomerase-vert
CDH24,CDH24
ASIC1,ASIC1
GLYATL3,GLYATL3
RNU6-400P,RNU6-400P
SNORD1C,SNORD1C
SNORA13,SNORA13
SNORA38B,SNORA38B
SNORA38,SNORA38
RNU6-696P,RNU6-696P
FAM205A,FAM205A
RNU6-555P,RNU6-555P
RNU6-303P,RNU6-303P
RNU6-673P,RNU6-673P
RNU6-720P,RNU6-720P
RNU6-351P,RNU6-351P
SNORA4,SNORA4
GPR180,GPR180
PARD6G,PARD6G
SNORA19,SNORA19
CRYL1,CRYL1
ATP6V1E2,ATP6V1E2
LRIT2,LRIT2
RNU5E-5P,RNU5E-5P
RNU5B-6P,RNU5B-6P
RNU5A-2P,RNU5A-2P
RNU5A-6P,RNU5A-6P
RNU5E-3P,RNU5E-3P
RNU5A-5P,RNU5A-5P
RNU5F-4P,RNU5F-4P
RNU5A-3P,RNU5A-3P
RN7SKP261,RN7SKP261
ADAMDEC1,ADAMDEC1
SNORD57,SNORD57
SP7,SP7
UBXN7,UBXN7
NID2,NID2
TXNL1,TXNL1
MEMO1,MEMO1
RNU6-1251P,RNU6-1251P
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
COPZ1,COPZ1
MRPL57,MRPL57
SNORA16A,SNORA16A
EPCAM,EPCAM
GNAS-AS1_1,GNAS-AS1_1
NALCN,NALCN
PART1_2,PART1_2
RN7SKP147,RN7SKP147
OLFM4,OLFM4
AC006254.1,AC006254.1
MUSTN1,MUSTN1
CCDC188,CCDC188
BLK,BLK
GPR152,GPR152
MPST,MPST
SNORD12B,SNORD12B
RNU6-903P,RNU6-903P
BASP1,BASP1
CAMKMT,CAMKMT
CSTA,CSTA
MIPEP,MIPEP
RN7SL649P,RN7SL649P
RN7SL664P,RN7SL664P
KCNK4,KCNK4
SNORA32,SNORA32
ST3GAL1,ST3GAL1
MLST8,MLST8
STC1,STC1
RNU6-167P,RNU6-167P
MRPL49,MRPL49
SDHAF2,SDHAF2
PHF7,PHF7
ANO6,ANO6
RNA5SP426,RNA5SP426
SNORA65,SNORA65
SNORA3A,SNORA3A
KAT5,KAT5
MIEF1,MIEF1
TTBK1,TTBK1
MCM4,MCM4
FLRT1,FLRT1
PSMB11,PSMB11
SCAF11,SCAF11
GFRA2,GFRA2
EBPL,EBPL
MTPAP,MTPAP
KIF11,KIF11
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
TNFRSF13C,TNFRSF13C
EXOSC1,EXOSC1
SNORA32,SNORA32
KCNRG,KCNRG
POT1,POT1
LRG1,LRG1
U6,U6
C7,C7
RN7SKP283,RN7SKP283
FAM186B,FAM186B
MARCH6,MARCH6
PNPLA3,PNPLA3
ZNF385A,ZNF385A
HOXA11-AS1_5,HOXA11-AS1_5
ARHGEF28,ARHGEF28
RNU6-1130P,RNU6-1130P
RNU6-611P,RNU6-611P
NDUFA6,NDUFA6
RN7SKP276,RN7SKP276
CYP2D6,CYP2D6
CYP2D7,CYP2D7
RNA5SP208,RNA5SP208
FTX_5,FTX_5
ENC1,ENC1
TMEM138,TMEM138
FAM205A,FAM205A
CRAMP1,CRAMP1
ADRB1,ADRB1
MROH2B,MROH2B
NEUROG1,NEUROG1
CYP2D6,CYP2D6
CYP2D7,CYP2D7
FEZF2,FEZF2
SPATS1,SPATS1
RMST_5,RMST_5
DMRT2,DMRT2
RN7SKP103,RN7SKP103
RNU6-469P,RNU6-469P
RNU6-1236P,RNU6-1236P
RNA5SP394,RNA5SP394
PPP6R3,PPP6R3
HAS1,HAS1
A4GALT,A4GALT
FFAR4,FFAR4
SLC4A9,SLC4A9
HPS6,HPS6
RNU6-1209P,RNU6-1209P
Y_RNA,Y_RNA
KCNK18,KCNK18
ZMAT2,ZMAT2
PCNA,PCNA
SRF,SRF
ISOC1,ISOC1
RNU6-1000P,RNU6-1000P
RNU6-78P,RNU6-78P
RNU6-1067P,RNU6-1067P
MIR3618,MIR3618
DACT2,DACT2
FAM205A,FAM205A
NPR3,NPR3
RPL29,RPL29
SNORA41B,SNORA41B
U4,U4
FAM172A,FAM172A
SPIN2B,SPIN2B
SPIN2A,SPIN2A
SPIN2B,SPIN2B
SPIN2A,SPIN2A
BTG3,BTG3
RNU6-262P,RNU6-262P
PPP2R5D,PPP2R5D
GNPTG,GNPTG
RNU6-720P,RNU6-720P
RNU6-351P,RNU6-351P
RNU6-164P,RNU6-164P
RNU6-947P,RNU6-947P
RNU6-716P,RNU6-716P
PTPN20,PTPN20
DHX57,DHX57
RN7SKP157,RN7SKP157
RNU7-50P,RNU7-50P
RNU7-182P,RNU7-182P
RNU7-90P,RNU7-90P
RNU7-62P,RNU7-62P
RNU7-65P,RNU7-65P
TRPM3,TRPM3
SNORD1C,SNORD1C
GNL3,GNL3
RNU6-511P,RNU6-511P
RNA5SP257,RNA5SP257
RNA5SP297,RNA5SP297
RNA5SP432,RNA5SP432
RNU1-52P,RNU1-52P
SNORA63,SNORA63
VWA8,VWA8
TMEM41A,TMEM41A
RNU6-789P,RNU6-789P
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
SNORA26,SNORA26
GLT8D1,GLT8D1
U8,U8
RN7SKP42,RN7SKP42
HOTTIP_4,HOTTIP_4
RN7SKP98,RN7SKP98
RNA5SP37,RNA5SP37
RNA5SP110,RNA5SP110
RNA5SP242,RNA5SP242
RNA5SP222,RNA5SP222
MB21D2,MB21D2
RNA5SP34,RNA5SP34
RNU6-76P,RNU6-76P
RNU6-1235P,RNU6-1235P
RNU6-498P,RNU6-498P
U6,U6
RNU6-331P,RNU6-331P
Y_RNA,Y_RNA
MAPK1IP1L,MAPK1IP1L
RNU6-563P,RNU6-563P
NUBP2,NUBP2
SLC30A5,SLC30A5
C11orf84,C11orf84
DZIP1,DZIP1
RNU6-1188P,RNU6-1188P
TSR3,TSR3
SNORA63,SNORA63
RNU6-181P,RNU6-181P
SNORD101,SNORD101
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
SNORD19,SNORD19
TRIM8,TRIM8
RNU6-44P,RNU6-44P
FAIM2,FAIM2
RNU6-1096P,RNU6-1096P
RNU6-1026P,RNU6-1026P
RNU6-1117P,RNU6-1117P
ZFPM2,ZFPM2
RNU6-985P,RNU6-985P
RNU6-106P,RNU6-106P
RNU6-416P,RNU6-416P
RNA5S2,RNA5S2
RNU6-410P,RNU6-410P
SRFBP1,SRFBP1
RNA5SP66,RNA5SP66
RN7SKP283,RN7SKP283
RNU6-314P,RNU6-314P
RNU6-118P,RNU6-118P
TATDN1,TATDN1
RNU6-395P,RNU6-395P
RNU6-386P,RNU6-386P
CALHM3,CALHM3
CIDEA,CIDEA
RNU6-267P,RNU6-267P
RNU6-162P,RNU6-162P
SNORA8,SNORA8
HNRNPUL2,HNRNPUL2
HNRNPUL2-BSCL2,HNRNPUL2-BSCL2
LOX,LOX
RNU6-205P,RNU6-205P
SNORD61,SNORD61
PMAIP1,PMAIP1
RNU6-672P,RNU6-672P
RNU6-71P,RNU6-71P
RNU4-85P,RNU4-85P
SNORA36,SNORA36
ADPRH,ADPRH
CCDC14,CCDC14
SNORD75,SNORD75
SNORA25,SNORA25
U6,U6
PAPD4,PAPD4
TMEM253,TMEM253
RNU6-258P,RNU6-258P
RNU5A-7P,RNU5A-7P
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
uc_338,uc_338
GCNT2,GCNT2
U4,U4
RNU1-51P,RNU1-51P
U1,U1
PVT1,PVT1
VCPKMT,VCPKMT
SNORD97,SNORD97
SYBU,SYBU
RNU6-1120P,RNU6-1120P
SNORD50,SNORD50
KRT80,KRT80
RNA5SP516,RNA5SP516
RNU6-506P,RNU6-506P
RNU6-457P,RNU6-457P
RNU6-171P,RNU6-171P
RNU6-1037P,RNU6-1037P
RNU6-836P,RNU6-836P
RNU6-263P,RNU6-263P
RNU6-59P,RNU6-59P
CPN2,CPN2
RNU6-474P,RNU6-474P
RNU6-1203P,RNU6-1203P
RNU6-586P,RNU6-586P
AQP4,AQP4
DPPA2,DPPA2
SNORA61,SNORA61
RNA5SP486,RNA5SP486
NUP35,NUP35
BYSL,BYSL
RETNLB,RETNLB
PPP1R3C,PPP1R3C
DLX6-AS1_1,DLX6-AS1_1
KRT86,KRT86
KRT81,KRT81
KRT83,KRT83
RN7SKP124,RN7SKP124
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
RN7SKP105,RN7SKP105
PDZRN4,PDZRN4
RNA5SP322,RNA5SP322
RN7SL279P,RN7SL279P
Metazoa_SRP,Metazoa_SRP
RN7SL592P,RN7SL592P
RN7SL785P,RN7SL785P
RN7SL131P,RN7SL131P
RN7SL123P,RN7SL123P
RN7SL403P,RN7SL403P
RN7SL154P,RN7SL154P
RN7SL377P,RN7SL377P
RN7SL596P,RN7SL596P
RN7SL811P,RN7SL811P
RN7SL353P,RN7SL353P
RN7SL474P,RN7SL474P
RN7SL460P,RN7SL460P
RN7SL602P,RN7SL602P
RN7SL391P,RN7SL391P
RN7SL835P,RN7SL835P
RN7SL440P,RN7SL440P
RN7SL560P,RN7SL560P
RN7SL525P,RN7SL525P
RN7SL850P,RN7SL850P
RN7SL387P,RN7SL387P
RN7SL339P,RN7SL339P
RN7SL371P,RN7SL371P
RN7SL690P,RN7SL690P
RN7SL488P,RN7SL488P
RN7SL644P,RN7SL644P
RN7SL198P,RN7SL198P
RN7SL510P,RN7SL510P
RN7SL356P,RN7SL356P
RN7SL275P,RN7SL275P
RN7SL622P,RN7SL622P
RN7SL274P,RN7SL274P
RN7SL693P,RN7SL693P
RN7SL155P,RN7SL155P
RN7SL718P,RN7SL718P
RN7SL66P,RN7SL66P
RN7SL32P,RN7SL32P
RN7SL784P,RN7SL784P
RN7SL25P,RN7SL25P
RN7SL134P,RN7SL134P
RN7SL847P,RN7SL847P
RN7SL819P,RN7SL819P
RN7SL163P,RN7SL163P
RN7SL470P,RN7SL470P
RN7SL524P,RN7SL524P
RN7SL96P,RN7SL96P
RN7SL121P,RN7SL121P
RN7SL774P,RN7SL774P
RN7SL491P,RN7SL491P
RN7SL202P,RN7SL202P
RN7SL750P,RN7SL750P
RN7SL716P,RN7SL716P
RN7SL744P,RN7SL744P
RN7SL376P,RN7SL376P
RN7SL557P,RN7SL557P
RN7SL204P,RN7SL204P
RN7SL619P,RN7SL619P
RN7SL190P,RN7SL190P
RN7SL624P,RN7SL624P
RN7SL48P,RN7SL48P
RN7SL667P,RN7SL667P
RNA5SP185,RNA5SP185
SNORD70,SNORD70
SOCS1,SOCS1
NHLRC2,NHLRC2
RNU5F-1,RNU5F-1
RNU6-1066P,RNU6-1066P
RNU6-1137P,RNU6-1137P
RNU6-234P,RNU6-234P
ZDHHC16,ZDHHC16
RPL8,RPL8
RNU6-1133P,RNU6-1133P
RNU6-222P,RNU6-222P
U6,U6
RNU6-11P,RNU6-11P
RNU6-23P,RNU6-23P
RNU6-233P,RNU6-233P
ADRB2,ADRB2
RNU6-570P,RNU6-570P
SNORD86,SNORD86
RP1L1,RP1L1
RNU6-793P,RNU6-793P
CPOX,CPOX
RNU11-2P,RNU11-2P
NDUFB9,NDUFB9
KRT1,KRT1
SNORA75,SNORA75
RN7SKP218,RN7SKP218
SMAGP,SMAGP
RANBP3L,RANBP3L
RNU6-1164P,RNU6-1164P
KRTAP13-3,KRTAP13-3
RNA5SP22,RNA5SP22
RNA5SP269,RNA5SP269
CEP55,CEP55
ZNRD1-AS1_2,ZNRD1-AS1_2
KRTAP26-1,KRTAP26-1
TEP1,TEP1
SNORA61,SNORA61
NANP,NANP
CYP1B1,CYP1B1
RNASE10,RNASE10
KCNK5,KCNK5
RNU4-2,RNU4-2
PDGFB,PDGFB
GTSE1,GTSE1
NEDD9,NEDD9
U4,U4
TTC37,TTC37
ERO1A,ERO1A
RNU4-82P,RNU4-82P
RNU4-72P,RNU4-72P
RNU4-88P,RNU4-88P
PRAMEF9,PRAMEF9
PRAMEF26,PRAMEF26
PRAMEF17,PRAMEF17
PRAMEF25,PRAMEF25
PRAMEF5,PRAMEF5
PRAMEF1,PRAMEF1
PRAMEF12,PRAMEF12
PRAMEF27,PRAMEF27
PRAMEF14,PRAMEF14
PRAMEF8,PRAMEF8
PRAMEF7,PRAMEF7
PRAMEF15,PRAMEF15
PRAMEF6,PRAMEF6
PRAMEF20,PRAMEF20
PRAMEF19,PRAMEF19
PRAMEF18,PRAMEF18
PRAMEF2,PRAMEF2
PRAMEF13,PRAMEF13
PRAMEF33,PRAMEF33
PRAMEF4,PRAMEF4
PRAMEF11,PRAMEF11
PRAMEF10,PRAMEF10
RNU1-132P,RNU1-132P
Six3os1_3,Six3os1_3
INTS6,INTS6
DNAJC9,DNAJC9
SNORA18,SNORA18
PVT1_1,PVT1_1
TTLL2,TTLL2
uc_338,uc_338
RNU4-54P,RNU4-54P
LRRTM2,LRRTM2
GZMB,GZMB
TNFSF11,TNFSF11
RNU6-1160P,RNU6-1160P
ODF3B,ODF3B
RNU4-37P,RNU4-37P
RNU4-55P,RNU4-55P
GATA6,GATA6
RNU1-31P,RNU1-31P
RNU1-73P,RNU1-73P
WDR55,WDR55
RNU6-181P,RNU6-181P
SNORD99,SNORD99
SNORA80E,SNORA80E
HIST1H1B,HIST1H1B
RNU6-260P,RNU6-260P
RNA5SP186,RNA5SP186
RNA5SP449,RNA5SP449
TSPYL5,TSPYL5
SLC52A1,SLC52A1
SLC52A2,SLC52A2
RN7SKP82,RN7SKP82
CACNB3,CACNB3
RNU6-696P,RNU6-696P
RNASE12,RNASE12
AL163195.3,AL163195.3
uc_338,uc_338
FAU,FAU
IGFALS,IGFALS
RNU6-559P,RNU6-559P
SNORA73,SNORA73
CNNM1,CNNM1
GP1BB,GP1BB
SNORD42A,SNORD42A
RNU6-172P,RNU6-172P
C10orf53,C10orf53
ADAM2,ADAM2
RNA5SP233,RNA5SP233
CD70,CD70
ATG12,ATG12
MLANA,MLANA
GLO1,GLO1
RNA5SP36,RNA5SP36
SNORA51,SNORA51
POLA2,POLA2
SPINK7,SPINK7
GPT,GPT
RNU6ATAC39P,RNU6ATAC39P
SNORD114-25,SNORD114-25
SNORD114-15,SNORD114-15
SNORD114-21,SNORD114-21
SNORD114-28,SNORD114-28
SNORD114-9,SNORD114-9
SNORD114-24,SNORD114-24
SNORD114-29,SNORD114-29
SNORD114-26,SNORD114-26
SNORD114-20,SNORD114-20
SNORD114-22,SNORD114-22
SNORD114-27,SNORD114-27
SNORD114-10,SNORD114-10
SNORD114-23,SNORD114-23
RNU6-60P,RNU6-60P
DGKH,DGKH
RNA5SP484,RNA5SP484
KRT4,KRT4
C5orf24,C5orf24
PC,PC
MCHR1,MCHR1
RNU6-1338P,RNU6-1338P
RNF139,RNF139
SNORA58,SNORA58
RMST_3,RMST_3
TXNDC15,TXNDC15
NYNRIN,NYNRIN
SNORA61,SNORA61
RN7SKP139,RN7SKP139
IMPACT,IMPACT
RPS19BP1,RPS19BP1
A1BG,A1BG
SNORA71,SNORA71
SNORD82,SNORD82
LECT2,LECT2
SNORD26,SNORD26
SNORA11,SNORA11
SNORA11C,SNORA11C
FAM160B2,FAM160B2
NDC80,NDC80
METTL7A,METTL7A
RNU6-738P,RNU6-738P
RNU6-1195P,RNU6-1195P
RNU6-757P,RNU6-757P
SCARNA18,SCARNA18
RNU6-111P,RNU6-111P
HBEGF,HBEGF
RNU6-466P,RNU6-466P
CIITA,CIITA
RAD17,RAD17
CCDC87,CCDC87
RN7SKP222,RN7SKP222
SNORA25,SNORA25
NAPRT,NAPRT
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
KIF27,KIF27
PTCHD4,PTCHD4
PPP6R2,PPP6R2
RN7SKP242,RN7SKP242
STIP1,STIP1
RNU6-257P,RNU6-257P
WDR7,WDR7
SCARNA21,SCARNA21
RNU6-1196P,RNU6-1196P
RNA5SP41,RNA5SP41
BAMBI,BAMBI
RNU6-1149P,RNU6-1149P
RNU6-907P,RNU6-907P
RNU6-847P,RNU6-847P
RNU6-892P,RNU6-892P
RNU6-1245P,RNU6-1245P
UBTD1,UBTD1
PCDH17,PCDH17
FOSL1,FOSL1
IL17RD,IL17RD
GABRR3,GABRR3
SNORD90,SNORD90
RNU6-16P,RNU6-16P
CDADC1,CDADC1
LEMD2,LEMD2
DLG2-AS1_2,DLG2-AS1_2
NFATC1,NFATC1
ATXN7,ATXN7
STAP2,STAP2
LRRC10B,LRRC10B
MEP1B,MEP1B
RNA5SP271,RNA5SP271
MTMR6,MTMR6
EIF3A,EIF3A
ZNF213,ZNF213
INCENP,INCENP
RNU6-1117P,RNU6-1117P
JOSD1,JOSD1
DPP9,DPP9
SNORA18,SNORA18
CLDN20,CLDN20
LPXN,LPXN
ANKRD46,ANKRD46
DUS3L,DUS3L
AC011499.1,AC011499.1
SNORD4A,SNORD4A
SLC14A2,SLC14A2
SCARNA15,SCARNA15
RNA5SP66,RNA5SP66
SNORA40,SNORA40
SNORA40C,SNORA40C
SNORA40B,SNORA40B
EIF3D,EIF3D
PRELID2,PRELID2
RNA5SP334,RNA5SP334
RNA5SP333,RNA5SP333
RNA5SP176,RNA5SP176
FAM170A,FAM170A
RAX,RAX
U2,U2
RNU6-1188P,RNU6-1188P
TNFSF9,TNFSF9
KIF20B,KIF20B
SNORD65,SNORD65
RNA5SP303,RNA5SP303
RNU6-1004P,RNU6-1004P
RNU6-645P,RNU6-645P
RNU6-1091P,RNU6-1091P
KLF9,KLF9
Y_RNA,Y_RNA
ATG14,ATG14
RNU6ATAC39P,RNU6ATAC39P
U6,U6
AQP5,AQP5
RNU5E-10P,RNU5E-10P
RNU1-108P,RNU1-108P
ZC3H7B,ZC3H7B
RNU6-842P,RNU6-842P
SNORA5,SNORA5
DAPK1,DAPK1
BCDIN3D,BCDIN3D
BTRC,BTRC
VAPA,VAPA
SP140,SP140
CSNK1G3,CSNK1G3
RPL36,RPL36
RNA5SP180,RNA5SP180
SOX7,SOX7
C6orf141,C6orf141
KIFC2,KIFC2
SNORA69,SNORA69
LIPK,LIPK
MEIOB,MEIOB
AFG3L2,AFG3L2
TAF4B,TAF4B
RN7SKP218,RN7SKP218
SNORD71,SNORD71
SNORA11F,SNORA11F
SNORA11B,SNORA11B
TFCP2,TFCP2
ZNF665,ZNF665
GTPBP1,GTPBP1
BX072566.1,BX072566.1
POTEC,POTEC
POTEB,POTEB
POTEF,POTEF
POTEB3,POTEB3
POTEG,POTEG
POTEA,POTEA
POTEM,POTEM
POTEI,POTEI
POTED,POTED
POTEH,POTEH
AC136352.3,AC136352.3
POTEJ,POTEJ
POTEE,POTEE
POTEB2,POTEB2
CH25H,CH25H
RNU6-787P,RNU6-787P
SLC22A7,SLC22A7
RNA5SP360,RNA5SP360
SSX2,SSX2
SSX4,SSX4
SSX5,SSX5
SSX3,SSX3
SSX7,SSX7
SSX2B,SSX2B
SSX4B,SSX4B
SSX1,SSX1
AKAP8L,AKAP8L
C14orf93,C14orf93
RNU6ATAC19P,RNU6ATAC19P
C14orf166,C14orf166
GCAT,GCAT
HSPA12A,HSPA12A
CALHM1,CALHM1
CMYA5,CMYA5
CEBPE,CEBPE
ZNF148,ZNF148
RN7SKP34,RN7SKP34
NSA2,NSA2
THADA,THADA
ACEA_U3,ACEA_U3
SNORD3E,SNORD3E
CMA1,CMA1
PPP1R1A,PPP1R1A
AL132780.3,AL132780.3
HAUS4,HAUS4
GAPT,GAPT
WBP2NL,WBP2NL
SEPT12,SEPT12
PLCL2,PLCL2
SNORD46,SNORD46
RNASE9,RNASE9
MAK,MAK
BMP6,BMP6
PGK2,PGK2
HMGCS1,HMGCS1
SNORA24,SNORA24
RPS24,RPS24
NLN,NLN
PNLIP,PNLIP
BOP1,BOP1
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
CAMK4,CAMK4
SKIV2L2,SKIV2L2
C2CD2,C2CD2
ELFN2,ELFN2
PNLIPRP2,PNLIPRP2
SCAND1,SCAND1
CARNS1,CARNS1
CASP7,CASP7
ZMYM2,ZMYM2
RNA5SP220,RNA5SP220
TMCO6,TMCO6
CYP4F12,CYP4F12
CYP4F2,CYP4F2
CYP4F11,CYP4F11
CYP4F8,CYP4F8
CYP4F3,CYP4F3
UBAC2,UBAC2
MPEG1,MPEG1
CTSW,CTSW
LIPA,LIPA
RNU6-1074P,RNU6-1074P
CASP1,CASP1
TMEM267,TMEM267
U3,U3
MAP4K3,MAP4K3
ZNF131,ZNF131
MORC1,MORC1
SEMA6B,SEMA6B
ROPN1L,ROPN1L
PINX1,PINX1
SNORA55,SNORA55
CEP78,CEP78
KIF13A,KIF13A
SNORA67,SNORA67
DHX29,DHX29
RNU6-1031P,RNU6-1031P
RN7SKP212,RN7SKP212
RNU6-1087P,RNU6-1087P
ERICH5,ERICH5
RNA5SP189,RNA5SP189
ASMT,ASMT
PCGF5,PCGF5
DOPEY2,DOPEY2
TNFRSF19,TNFRSF19
DAND5,DAND5
CRYGS,CRYGS
uc_338,uc_338
RNU6-486P,RNU6-486P
SNORA4,SNORA4
SNORD116-6,SNORD116-6
SNORD116-2,SNORD116-2
SNORD116-3,SNORD116-3
SNORD116-9,SNORD116-9
SNORD116-1,SNORD116-1
SNORD116-8,SNORD116-8
SNORD116-4,SNORD116-4
SNORD116-7,SNORD116-7
SNORD116-5,SNORD116-5
KRT6B,KRT6B
KRT6A,KRT6A
KRT6C,KRT6C
RNA5SP361,RNA5SP361
SCARNA15,SCARNA15
RNU6-205P,RNU6-205P
TPM3,TPM3
